"majorGb","knowDtlSchDptNm","knowSchDptNm","empCurtState1Id","empCurtState2Id"
"1","작업치료과","작업치료학과","6","13"
"1","의용공학과","의료공학(의료장비)과 ","6","14"
"1","의공학과","의료공학(의료장비)과 ","6","14"
"1","의료공학과","의료공학(의료장비)과 ","6","14"
"1","의료시스템전공","의료공학(의료장비)과 ","6","14"
"1","한방의료공학과","의료공학(의료장비)과 ","6","14"
"1","치기공학과","치기공학과","6","15"
"1","치기공과","치기공학과","6","15"
"1","산업디자인학과","산업디자인학과","7","1"
"1","제품디자인공학전공","산업디자인학과","7","1"
"1","색채디자인과","산업디자인학과","7","1"
"1","제품디자인과","산업디자인학과","7","1"
"1","시각디자인학과","시각디자인학과","7","2"
"1","디지털디자인학과","시각디자인학과","7","2"
"1","멀티미디어디자인학과","시각디자인학과","7","2"
"1","커뮤니케이션디자인학과","시각디자인학과","7","2"
"1","광고디자인과","시각디자인학과","7","2"
"1","시각영상디자인과","시각디자인학과","7","2"
"1","시각정보디자인전공","시각디자인학과","7","2"
"1","출판디자인과","시각디자인학과","7","2"
"1","그래픽디자인학과","시각디자인학과","7","2"
"1","의상디자인학과","패션디자인학과","7","3"
"1","패션디자인학과","패션디자인학과","7","3"
"1","섬유패션디자인전공","패션디자인학과","7","3"
"1","텍스타일디자인학과","패션디자인학과","7","3"
"1","섬유디자인전공","패션디자인학과","7","3"
"1","패션디자인산업학과","패션디자인학과","7","3"
"1","실내디자인학과","실내디자인학과","7","4"
"1","공간디자인학과","실내디자인학과","7","4"
"1","실내건축디자인학과","실내디자인학과","7","4"
"1","공예과","공예학과","7","5"
"1","공예디자인학과","공예학과","7","5"
"1","귀금속보석공예학과","공예학과","7","5"
"1","도예학과","공예학과","7","5"
"1","금속공예학과","공예학과","7","5"
"1","세라믹디자인학과","공예학과","7","5"
"1","사진학과","사진·영상예술학과","7","6"
"1","사진영상학과","사진·영상예술학과","7","6"
"1","공연영상학과","사진·영상예술학과","7","6"
"1","미디어디자인과","사진·영상예술학과","7","6"
"1","방송영상과","사진·영상예술학과","7","6"
"1","영상디자인과","사진·영상예술학과","7","6"
"1","디지털콘텐츠과","사진·영상예술학과","7","6"
"1","만화애니메이션학과","만화·애니메이션학과","7","7"
"1","웹툰창작과","만화·애니메이션학과","7","7"
"1","만화콘텐츠과","만화·애니메이션학과","7","7"
"1","만화애니게임학과","만화·애니메이션학과","7","7"
"1","영상애니메이션과","만화·애니메이션학과","7","7"
"1","게임영상(콘텐츠)과","만화·애니메이션학과","7","7"
"1","미용과","뷰티아트과","7","8"
"1","코디네이션과","뷰티아트과","7","8"
"1","헤어전공","뷰티아트과","7","8"
"1","미용예술과","뷰티아트과","7","8"
"1","뷰티디자인과","뷰티아트과","7","8"
"1","뷰티아트과","뷰티아트과","7","8"
"1","피부미용학과","뷰티아트과","7","8"
"1","뷰티케어과","뷰티아트과","7","8"
"1","메이크업전공","뷰티아트과","7","8"
"1","뷰티매니저학과","뷰티아트과","7","8"
"1","스타일리스트과","뷰티아트과","7","8"
"1","무용학과","무용학과","7","9"
"1","무용예술학과","무용학과","7","9"
"1","발레전공","무용학과","7","9"
"1","한국무용전공","무용학과","7","9"
"1","현대무용전공","무용학과","7","9"
"1","생활무용학과","무용학과","7","9"
"1","실용무용전공","무용학과","7","9"
"1","체육학과","체육학과","7","10"
"1","스포츠(경기)지도학과","체육학과","7","10"
"1","스포츠산업학과","체육학과","7","10"
"1","스포츠재활학과","체육학과","7","10"
"1","사회체육학과","체육학과","7","10"
"1","생활체육학과","체육학과","7","10"
"1","운동처방학과","체육학과","7","10"
"1","스포츠과학과","체육학과","7","10"
"1","스포츠레저학과","체육학과","7","10"
"1","골프산업학과","체육학과","7","10"
"1","태권도과","체육학과","7","10"
"1","골프과","체육학과","7","10"
"1","경호학과","경호학과","7","11"
"1","경호스포츠과","경호학과","7","11"
"1","경호보안학과","경호학과","7","11"
"1","경찰무도학과","경호학과","7","11"
"1","경호비서학과","경호학과","7","11"
"1","조형학과","조형학과","7","12"
"1","생활조형디자인학과","조형학과","7","12"
"1","조소과","조형학과","7","12"
"1","판화과","조형학과","7","12"
"1","조각학과","조형학과","7","12"
"1","미술학과","미술학과","7","13"
"1","큐레이터전공","미술학과","7","13"
"1","현대미술전공","미술학과","7","13"
"1","회화과","미술학과","7","13"
"1","동양화과","미술학과","7","13"
"1","서양화과","미술학과","7","13"
"1","한국화과","미술학과","7","13"
"1","순수미술과","미술학과","7","13"
"1","실용미술과","미술학과","7","13"
"1","아동미술지도학과","미술학과","7","13"
"1","응용미술학과","미술학과","7","13"
"1","무대디자인과","연극·영화학과","7","14"
"1","연극영화학과","연극·영화학과","7","14"
"1","연극전공","연극·영화학과","7","14"
"1","영화전공","연극·영화학과","7","14"
"1","연기예술학과","연극·영화학과","7","14"
"1","연극영상학과","연극·영화학과","7","14"
"1","방송영화제작과","연극·영화학과","7","14"
"1","뮤지컬과","연극·영화학과","7","14"
"1","방송연예학과","방송·연예과","7","15"
"1","공연예술과","방송·연예과","7","15"
"1","모델과","방송·연예과","7","15"
"1","엔터테인먼트과","방송·연예과","7","15"
"1","방송기술학과","방송·연예과","7","15"
"1","방송연기전공","방송·연예과","7","15"
"1","음악학과","음악학과","7","16"
"1","국악과","음악학과","7","16"
"1","기악과","음악학과","7","16"
"1","관현악과","음악학과","7","16"
"1","피아노과","음악학과","7","16"
"1","성악과","음악학과","7","16"
"1","작곡과","음악학과","7","16"
"1","공연음악학과","음악학과","7","16"
"1","실용음악과","실용음악과","7","17"
"1","생활음악과","실용음악과","7","17"
"1","뮤직테크놀로지과","실용음악과","7","17"
"1","뮤직프로덕션과","실용음악과","7","17"
"1","대중음악과","실용음악과","7","17"
"1","보컬과","실용음악과","7","17"
"1","음악콘텐츠학과","실용음악과","7","17"
"1","음향제작과","음향과","7","18"
"1","음향과","음향과","7","18"
"2","푸드코디네이션과","식품/웰빙/여가","A001","10001"
"2","커피바리스타전공","식품/웰빙/여가","A001","10002"
"2","리조트개발학과","식품/웰빙/여가","A001","10003"
"2","국제소믈리에과","식품/웰빙/여가","A001","10004"
"2","화장품·향수전공","식품/웰빙/여가","A001","10005"
"2","축산계열(축산전공, 낙농한우전공, 양돈양계전공)","식품/웰빙/여가","A001","10006"
"2","호텔조리김치발효과","식품/웰빙/여가","A001","10007"
"2","관광크루즈승무원과","식품/웰빙/여가","A001","10008"
"2","웰빙테라피과","식품/웰빙/여가","A001","10009"
"2","하이브리드전기자동차과","과학/정보통신","A002","10001"
"2","모바일게임과","과학/정보통신","A002","10002"
"2","신재생에너지과","과학/정보통신","A002","10003"
"2","국방과학기술학과","과학/정보통신","A002","10004"
"2","쇼핑몰디자인창업과","과학/정보통신","A002","10005"
"2","발명특허학과","과학/정보통신","A002","10006"
"2","스마트폰컨텐츠과","과학/정보통신","A002","10007"
"2","시계주얼리과","과학/정보통신","A002","10008"
"2","유비쿼터스정보응용전공","과학/정보통신","A002","10009"
"2","풍수명리과","보건의료/교육","A003","10001"
"2","다문화복지과","보건의료/교육","A003","10002"
"2","미술치료과","보건의료/교육","A003","10003"
"2","보건허브과","보건의료/교육","A003","10004"
"2","게임제작과","문화/예술/스포츠","A004","10001"
"2","이종격투기전공","문화/예술/스포츠","A004","10002"
"2","스키스노우보드전공(스포츠레저학과)","문화/예술/스포츠","A004","10003"
"2","플로리스트과","문화/예술/스포츠","A004","10004"
"2","토이캐릭터디자인전공","문화/예술/스포츠","A004","10005"
"2","컬러리스트전공","문화/예술/스포츠","A004","10006"
"2","요가치유학과","문화/예술/스포츠","A004","10007"
"2","토이캐릭터창작과","문화/예술/스포츠","A004","10008"
"2","카이로스포츠과","문화/예술/스포츠","A004","10009"
"2","서비스유통과","문화/예술/스포츠","A004","10010"
"2","박물관큐레이터과","문화/예술/스포츠","A004","10011"
"2","골프학과","문화/예술/스포츠","A004","10012"
"2","격기지도학과","문화/예술/스포츠","A004","10013"
"2","문화재과","문화/예술/스포츠","A004","10014"
"2","한옥문화산업과","문화/예술/스포츠","A004","10015"
"2","카지노과","문화/예술/스포츠","A004","10016"
"2","승마조련전공","문화/예술/스포츠","A004","10017"
"2","자동차모터스포츠과","문화/예술/스포츠","A004","10018"
"2","국방탄약과.방공유도무기과","경영/금융/보안","A005","10001"
"2","부사관과","경영/금융/보안","A005","10002"
"2","VMD과","경영/금융/보안","A005","10003"
"2","콜마케팅과","경영/금융/보안","A005","10004"
"2","유통프랜차이즈전공","경영/금융/보안","A005","10005"
"2","교정보호학과","경영/금융/보안","A005","10006"
"2","자산운용학과","경영/금융/보안","A005","10007"
"2","자동차손해보상과","경영/금융/보안","A005","10008"
"2","신발패션산업과","방송/이벤트","A006","10001"
"2","보석감정딜러&디자인과","방송/이벤트","A006","10002"
"2","스타일리스트과","방송/이벤트","A006","10003"
"2","마술학과","방송/이벤트","A006","10004"
"2","쇼핑호스트과","방송/이벤트","A006","10005"
"2","분장예술과","방송/이벤트","A006","10006"
"2","웨딩이벤트과","방송/이벤트","A006","10007"
"2","안경디자인과","방송/이벤트","A006","10008"
"2","동물조련이벤트과","방송/이벤트","A006","10009"
"2","제철산업과","기타","A007","10001"
"2","장례복지과","기타","A007","10002"
"2","자동차딜러과","기타","A007","10003"
